Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Angola,-11.2027,17.8739,2020-06-14,140,6,61,73,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-14,750,6,301,443,Africa
,Mozambique,-18.665695,35.529562,2020-06-14,583,3,0,580,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-14,1460,15,153,1292,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-14,661,12,177,472,Africa
,Angola,-11.2027,17.8739,2020-06-15,142,6,64,72,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-15,760,7,340,413,Africa
,Mozambique,-18.665695,35.529562,2020-06-15,609,3,0,606,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-15,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-15,662,12,177,473,Africa
,Angola,-11.2027,17.8739,2020-06-16,148,6,64,78,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-16,781,7,354,420,Africa
,Mozambique,-18.665695,35.529562,2020-06-16,638,4,0,634,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-16,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-16,671,12,182,477,Africa
,Angola,-11.2027,17.8739,2020-06-17,155,7,64,84,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-17,792,7,377,408,Africa
,Mozambique,-18.665695,35.529562,2020-06-17,651,4,0,647,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-17,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-17,683,12,188,483,Africa
,Angola,-11.2027,17.8739,2020-06-18,166,8,64,94,Africa
,Cabo Verde,16.5388,-23.0418,2020-06-18,823,7,377,439,Africa
,Mozambique,-18.665695,35.529562,2020-06-18,662,4,0,658,Africa
,Guinea-Bissau,11.8037,-15.1804,2020-06-18,1492,15,153,1324,Africa
,Sao Tome and Principe,0.18636,6.613081,2020-06-18,688,12,191,485,Africa
